Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission
overweight,male,vegetarian,less frequently,natural gas,private,hybrid,sometimes,272.95,frequently,1440.0,extra large,4,4.5,6,1.1,No,4766.23
obese,female,omnivore,daily,natural gas,public,hybrid,never,712.88,rarely,2897.0,small,6,8.6,9,11.1,Sometimes,3349.38
underweight,female,vegetarian,daily,electricity,private,diesel,never,729.29,very frequently,727.0,extra large,4,4.4,6,3.6,Sometimes,6211.69
overweight,male,vegetarian,less frequently,coal,private,hybrid,often,420.65,rarely,2164.0,extra large,7,8.5,8,1.0,No,4628.61
underweight,female,vegetarian,daily,coal,private,hybrid,often,408.03,rarely,2265.0,medium,3,6.9,5,5.8,No,4373.41
normal,male,vegan,daily,electricity,walk/bicycle,hybrid,often,222.6,rarely,663.0,extra large,8,5.6,7,3.2,No,1062.09
normal,female,omnivore,less frequently,coal,public,hybrid,often,777.89,rarely,1503.0,extra large,7,3.1,4,1.6,No,3687.79
overweight,female,omnivore,twice a day,wood,public,electric,never,249.2,rarely,1051.0,large,3,9.3,7,6.8,Yes,3090.2
underweight,male,omnivore,less frequently,coal,private,diesel,sometimes,233.66,never,2316.0,large,9,1.5,9,2.5,Sometimes,4614.56
overweight,female,omnivore,more frequently,natural gas,private,none,sometimes,562.51,frequently,1867.0,medium,5,7.2,0,10.2,Yes,5553.32
overweight,female,pescatarian,less frequently,coal,walk/bicycle,petrol,often,269.99,rarely,1428.0,medium,2,6.6,2,4.3,Sometimes,2831.85
obese,female,pescatarian,less frequently,wood,private,none,sometimes,757.14,very frequently,2338.0,small,9,5.0,3,3.4,Yes,6465.69
underweight,male,pescatarian,twice a day,wood,private,diesel,sometimes,107.63,never,705.0,medium,8,3.2,8,9.1,Yes,3179.6
obese,female,omnivore,less frequently,natural gas,public,hybrid,never,104.03,rarely,2261.0,extra large,8,4.9,7,10.3,Sometimes,2839.29
overweight,female,omnivore,less frequently,natural gas,private,none,never,453.41,very frequently,2596.0,large,1,8.9,7,2.0,Yes,6868.99
obese,male,omnivore,daily,wood,public,hybrid,sometimes,441.64,rarely,2636.0,medium,4,8.5,1,2.7,No,2932.88
obese,female,omnivore,less frequently,electricity,private,electric,never,214.35,frequently,2351.0,small,7,9.5,6,6.2,Yes,5382.11
obese,female,vegetarian,twice a day,wood,private,electric,often,446.16,frequently,1224.0,extra large,6,3.8,2,7.5,Yes,4533.25
normal,female,omnivore,daily,coal,private,diesel,often,388.16,rarely,2945.0,small,9,4.5,5,1.9,Sometimes,4886.86
normal,male,omnivore,less frequently,natural gas,private,none,sometimes,723.23,rarely,1139.0,small,8,1.2,3,5.1,Yes,4626.11
obese,female,omnivore,daily,electricity,public,electric,sometimes,106.48,never,1916.0,small,9,9.5,5,10.9,Yes,2390.71
underweight,female,pescatarian,more frequently,wood,public,diesel,often,783.39,rarely,483.0,small,4,4.0,3,10.6,Yes,2746.04
normal,male,pescatarian,less frequently,natural gas,private,diesel,sometimes,537.07,never,2941.0,extra large,8,4.6,2,4.4,Yes,4042.36
obese,male,omnivore,less frequently,coal,private,diesel,sometimes,206.29,frequently,2112.0,extra large,6,9.2,1,3.5,Yes,5668.55
overweight,male,omnivore,daily,electricity,public,none,never,132.73,rarely,2260.0,small,9,5.7,3,7.4,Sometimes,2938.73
normal,female,omnivore,less frequently,electricity,public,none,never,476.67,rarely,197.0,extra large,1,6.1,9,2.1,No,2928.09
overweight,male,omnivore,less frequently,electricity,private,diesel,often,264.42,never,2290.0,medium,6,2.6,1,3.6,No,3255.19
obese,female,pescatarian,twice a day,coal,private,petrol,often,310.82,very frequently,2324.0,extra large,2,5.5,6,2.8,Sometimes,6622.81
obese,female,pescatarian,less frequently,natural gas,private,none,often,271.59,never,2015.0,extra large,3,9.3,0,3.3,Yes,3968.02
obese,male,omnivore,twice a day,wood,public,none,often,555.12,never,876.0,small,9,6.0,0,3.4,Yes,2394.49
overweight,female,omnivore,more frequently,natural gas,walk/bicycle,petrol,often,487.47,never,1469.0,extra large,5,3.3,4,7.9,Sometimes,2310.45
normal,male,vegan,more frequently,coal,private,none,never,154.58,very frequently,331.0,medium,5,1.3,6,6.4,No,6041.6
obese,male,omnivore,daily,natural gas,public,none,sometimes,468.57,very frequently,1415.0,extra large,1,4.0,0,10.5,Yes,5479.64
underweight,male,pescatarian,daily,electricity,private,electric,often,653.83,rarely,731.0,medium,2,6.2,3,9.1,Sometimes,3957.63
obese,male,omnivore,daily,wood,private,petrol,often,156.84,frequently,1047.0,extra large,9,1.4,4,6.5,Yes,5306.01
normal,female,omnivore,daily,coal,private,electric,never,722.82,never,488.0,large,7,6.5,1,4.4,No,4580.33
normal,female,omnivore,less frequently,electricity,public,petrol,never,504.81,very frequently,690.0,extra large,4,5.7,6,10.2,Yes,5216.35
underweight,female,omnivore,twice a day,natural gas,private,petrol,never,765.44,never,230.0,medium,7,8.1,3,1.9,No,4228.28
obese,male,vegan,daily,electricity,private,petrol,never,203.7,never,2760.0,medium,2,1.3,7,8.5,Yes,2845.17
normal,male,omnivore,more frequently,natural gas,private,none,sometimes,795.5,never,1591.0,medium,5,8.0,0,2.2,Sometimes,4354.25
normal,female,omnivore,less frequently,natural gas,private,diesel,sometimes,550.99,rarely,1190.0,small,9,5.7,9,6.9,No,4728.65
normal,male,omnivore,twice a day,coal,private,hybrid,never,497.25,frequently,1605.0,medium,2,4.3,0,10.9,Yes,5661.72
overweight,female,omnivore,twice a day,natural gas,public,diesel,never,460.7,rarely,1885.0,extra large,3,9.7,0,3.6,No,3188.82
normal,male,omnivore,daily,electricity,private,none,often,116.56,very frequently,2766.0,large,5,2.4,3,1.9,Sometimes,6370.97
normal,male,omnivore,daily,coal,public,none,sometimes,757.75,rarely,536.0,medium,5,5.9,0,4.7,Yes,3633.81
overweight,female,vegetarian,twice a day,wood,private,hybrid,often,550.8,never,887.0,small,8,3.9,4,6.3,Sometimes,3386.56
obese,female,omnivore,more frequently,coal,private,none,never,164.14,rarely,2927.0,extra large,7,5.7,5,9.0,No,5049.4
underweight,female,omnivore,daily,electricity,private,petrol,often,114.67,rarely,1114.0,medium,3,6.0,6,1.3,Yes,4400.22
overweight,male,vegan,twice a day,natural gas,private,electric,never,135.55,frequently,68.0,small,5,1.8,7,2.4,Sometimes,4202.24
overweight,female,omnivore,less frequently,coal,private,electric,sometimes,526.58,rarely,443.0,small,8,7.0,7,5.5,No,4774.56
overweight,female,vegan,twice a day,coal,private,petrol,often,529.81,rarely,79.0,small,5,6.7,1,2.0,Yes,3654.99
normal,male,omnivore,daily,coal,public,diesel,often,449.77,never,2970.0,medium,2,7.9,3,11.5,Sometimes,3010.99
obese,male,vegetarian,less frequently,electricity,public,electric,often,314.74,rarely,837.0,medium,2,1.8,6,6.6,No,2628.31
obese,male,pescatarian,more frequently,natural gas,private,petrol,sometimes,472.22,very frequently,2771.0,medium,1,3.7,8,5.1,Yes,7452.95
obese,male,vegetarian,twice a day,wood,private,diesel,sometimes,461.41,never,2988.0,large,6,6.9,8,11.8,Sometimes,3889.11
underweight,male,vegan,twice a day,wood,private,electric,often,113.59,frequently,1800.0,large,1,2.2,2,8.1,Yes,4028.7
obese,female,omnivore,twice a day,natural gas,private,petrol,often,297.73,rarely,100.0,extra large,8,7.1,6,6.7,Yes,4825.26
underweight,male,vegan,less frequently,wood,private,electric,often,137.23,never,245.0,extra large,1,1.5,3,3.7,Sometimes,3043.97
normal,female,omnivore,daily,natural gas,public,electric,never,730.11,very frequently,1445.0,small,8,4.0,8,3.8,Yes,5471.27
obese,male,omnivore,twice a day,coal,private,electric,never,607.66,rarely,1219.0,large,6,8.6,6,5.0,Sometimes,4768.53
underweight,male,omnivore,less frequently,coal,private,hybrid,never,797.28,rarely,1819.0,medium,9,8.0,5,9.3,Yes,5294.58
normal,male,omnivore,twice a day,electricity,private,diesel,sometimes,311.52,never,1317.0,extra large,3,6.8,8,10.0,No,4139.25
normal,male,omnivore,daily,coal,private,electric,often,714.94,never,2802.0,medium,7,8.8,6,3.1,Sometimes,5234.96
underweight,female,omnivore,less frequently,electricity,public,petrol,never,522.14,frequently,1604.0,medium,2,7.4,7,10.0,Sometimes,4075.1
normal,female,omnivore,more frequently,wood,private,hybrid,often,417.19,rarely,2081.0,large,5,5.7,4,4.6,No,4035.04
normal,female,vegetarian,twice a day,wood,private,none,sometimes,255.8,very frequently,2689.0,extra large,1,9.8,3,3.2,Sometimes,5869.79
obese,male,vegetarian,daily,coal,public,none,never,616.87,never,441.0,small,5,7.3,0,3.1,Yes,2278.11
underweight,female,omnivore,more frequently,natural gas,private,diesel,often,732.9,never,689.0,extra large,8,6.4,7,6.1,Sometimes,4497.87
normal,female,omnivore,daily,wood,public,petrol,sometimes,264.72,never,322.0,extra large,3,4.7,5,9.4,Yes,2477.34
overweight,female,omnivore,more frequently,wood,public,hybrid,sometimes,222.77,rarely,419.0,extra large,6,9.1,3,7.3,Yes,2641.79
overweight,female,omnivore,daily,wood,private,petrol,never,587.36,very frequently,1538.0,large,4,3.7,2,6.1,Sometimes,6422.94
normal,female,omnivore,more frequently,natural gas,public,hybrid,sometimes,783.88,rarely,964.0,extra large,8,1.1,4,1.2,Sometimes,3338.46
obese,male,omnivore,less frequently,coal,private,hybrid,sometimes,624.97,rarely,1270.0,small,2,2.8,3,7.2,Sometimes,4719.62
overweight,male,omnivore,more frequently,electricity,private,none,never,299.21,frequently,2947.0,extra large,5,2.0,6,8.4,No,4953.8
obese,male,vegan,daily,natural gas,private,diesel,often,393.97,frequently,470.0,medium,6,3.9,5,2.1,Sometimes,4145.1
normal,male,omnivore,twice a day,natural gas,private,diesel,sometimes,369.02,never,1622.0,small,8,8.4,2,11.5,Sometimes,3969.69
underweight,female,omnivore,more frequently,wood,public,petrol,often,696.47,frequently,297.0,extra large,2,6.9,9,2.0,Yes,4292.22
normal,female,omnivore,daily,electricity,public,hybrid,often,639.96,rarely,955.0,large,9,2.5,0,8.6,Sometimes,2498.9
normal,female,omnivore,twice a day,natural gas,walk/bicycle,hybrid,often,512.28,never,1583.0,large,7,8.1,6,6.8,No,3129.82
overweight,female,omnivore,less frequently,wood,public,electric,never,292.47,never,2840.0,large,4,5.5,4,10.7,Yes,2908.38
underweight,male,pescatarian,less frequently,natural gas,private,diesel,sometimes,756.59,rarely,1174.0,medium,2,5.6,0,5.6,Yes,3903.83
obese,female,omnivore,twice a day,wood,private,hybrid,never,557.32,rarely,195.0,medium,8,4.3,0,6.6,Sometimes,3880.15
obese,female,omnivore,daily,electricity,private,petrol,often,779.33,never,1164.0,large,2,8.8,5,7.1,Yes,3654.56
underweight,female,vegan,daily,electricity,private,none,sometimes,506.08,never,437.0,medium,2,3.9,3,10.6,Yes,2934.12
obese,female,vegetarian,more frequently,wood,private,none,often,674.83,frequently,690.0,extra large,9,1.8,7,9.8,Sometimes,5160.49
overweight,male,pescatarian,less frequently,coal,walk/bicycle,diesel,often,669.17,very frequently,1854.0,extra large,4,3.7,1,4.1,Sometimes,5352.81
normal,female,omnivore,less frequently,natural gas,private,diesel,never,336.13,frequently,202.0,large,7,7.4,3,11.5,No,5559.16
obese,male,pescatarian,less frequently,coal,private,electric,never,774.81,never,1394.0,small,4,6.9,7,9.3,No,4647.5
overweight,male,omnivore,less frequently,natural gas,private,diesel,sometimes,115.36,never,1828.0,extra large,5,2.7,7,1.1,Sometimes,4129.88
obese,female,omnivore,daily,electricity,public,hybrid,sometimes,638.1,never,1266.0,small,1,2.0,4,3.0,Yes,2620.18
overweight,male,omnivore,less frequently,natural gas,public,hybrid,often,775.89,never,57.0,medium,1,6.9,2,10.4,No,2998.82
obese,male,omnivore,twice a day,wood,public,hybrid,often,337.24,rarely,2957.0,medium,3,7.1,3,8.1,No,3021.95
obese,female,omnivore,daily,wood,private,hybrid,often,553.68,rarely,1101.0,extra large,6,4.3,2,3.8,Sometimes,4006.36
underweight,female,omnivore,twice a day,wood,public,electric,never,493.56,frequently,2336.0,extra large,1,8.6,1,2.9,Yes,3824.07
underweight,male,vegan,twice a day,coal,private,diesel,sometimes,633.06,rarely,977.0,medium,4,9.8,3,2.6,No,3792.11
overweight,female,vegan,daily,electricity,public,diesel,never,706.32,never,1425.0,medium,9,2.9,8,4.5,Sometimes,2221.37
underweight,female,pescatarian,twice a day,electricity,private,diesel,never,522.13,rarely,1165.0,small,2,6.2,5,10.9,Sometimes,3674.26
normal,male,omnivore,twice a day,electricity,private,electric,often,671.13,rarely,1028.0,extra large,2,1.0,3,4.9,Yes,4271.71
underweight,male,vegetarian,more frequently,wood,private,electric,often,318.6,rarely,66.0,large,2,7.4,0,8.3,Sometimes,3144.16
overweight,male,omnivore,less frequently,electricity,public,hybrid,often,260.01,never,1080.0,large,7,4.7,6,2.2,Sometimes,2481.01
underweight,female,vegetarian,twice a day,coal,private,electric,never,401.47,rarely,2668.0,medium,7,2.7,1,6.8,Sometimes,4231.12
overweight,male,omnivore,more frequently,coal,public,electric,often,574.42,never,2071.0,large,6,7.8,5,4.8,No,3358.73
normal,female,vegetarian,more frequently,coal,private,petrol,never,231.07,never,436.0,medium,2,8.3,9,2.8,Yes,4195.03
overweight,male,omnivore,less frequently,wood,private,hybrid,never,576.25,frequently,1773.0,large,5,2.0,0,9.8,Sometimes,5117.4
overweight,male,vegetarian,more frequently,natural gas,private,hybrid,never,375.87,frequently,2677.0,medium,6,1.4,6,10.0,Sometimes,4767.54
normal,male,vegan,more frequently,electricity,private,petrol,sometimes,656.9,never,2100.0,medium,6,4.0,3,4.4,Yes,3141.11
normal,male,omnivore,twice a day,coal,private,diesel,never,125.79,never,446.0,large,6,6.6,2,8.2,No,4054.88
overweight,female,omnivore,less frequently,natural gas,private,petrol,often,567.59,frequently,2603.0,extra large,6,8.1,9,5.3,Yes,5565.73
obese,male,vegan,less frequently,natural gas,public,petrol,often,554.88,never,905.0,medium,1,5.9,6,1.5,No,2750.47
obese,female,omnivore,twice a day,coal,private,petrol,sometimes,758.65,rarely,1362.0,large,4,6.2,2,5.7,Sometimes,4712.43
overweight,female,vegetarian,daily,coal,walk/bicycle,electric,often,599.36,never,1578.0,extra large,1,8.2,7,7.3,Yes,2784.52
underweight,female,omnivore,more frequently,electricity,public,petrol,often,657.41,never,2552.0,small,3,5.8,3,4.3,No,2809.98
overweight,male,omnivore,twice a day,electricity,public,none,often,733.21,frequently,2795.0,medium,2,6.5,2,11.4,Yes,3817.25
overweight,female,omnivore,more frequently,natural gas,private,petrol,sometimes,572.54,frequently,2789.0,medium,2,5.6,6,7.1,Sometimes,5666.62
underweight,female,omnivore,less frequently,natural gas,private,diesel,never,303.11,never,24.0,small,6,8.9,6,5.1,No,4236.08
normal,male,vegetarian,less frequently,natural gas,private,diesel,sometimes,708.84,rarely,2766.0,medium,1,3.1,8,9.1,Sometimes,3873.92
overweight,male,omnivore,more frequently,wood,public,diesel,sometimes,623.3,never,163.0,small,4,3.4,9,4.8,Yes,2786.06
obese,male,omnivore,less frequently,natural gas,public,petrol,often,397.11,never,797.0,large,9,2.2,6,1.3,Sometimes,2812.92
normal,male,omnivore,less frequently,wood,private,hybrid,often,597.37,very frequently,1545.0,small,3,8.4,5,1.1,Yes,6638.42
normal,female,omnivore,daily,electricity,private,diesel,sometimes,707.38,rarely,1440.0,extra large,8,4.7,2,4.3,Yes,3691.06
overweight,male,vegetarian,less frequently,natural gas,public,petrol,never,782.96,rarely,1814.0,large,9,4.1,3,2.7,Sometimes,2642.49
obese,male,vegan,less frequently,electricity,private,diesel,sometimes,766.65,frequently,1438.0,small,2,9.8,7,4.9,No,5057.18
underweight,male,omnivore,more frequently,natural gas,public,electric,never,327.73,frequently,2803.0,extra large,5,9.3,5,9.5,Yes,4318.64
underweight,male,vegetarian,twice a day,electricity,private,electric,often,395.19,frequently,722.0,small,6,9.7,8,4.4,Yes,4371.56
underweight,male,vegetarian,less frequently,natural gas,public,petrol,sometimes,176.68,never,822.0,extra large,5,2.3,7,7.2,No,2419.46
obese,female,omnivore,less frequently,wood,private,diesel,never,273.28,never,2762.0,small,6,9.0,7,11.1,No,3996.5
normal,female,vegan,twice a day,coal,private,diesel,sometimes,717.69,rarely,230.0,medium,5,4.0,9,8.7,No,4288.26
normal,male,omnivore,twice a day,electricity,public,none,sometimes,352.59,rarely,1829.0,extra large,7,1.1,9,7.2,Sometimes,3010.77
overweight,male,omnivore,twice a day,electricity,walk/bicycle,diesel,often,534.39,very frequently,2045.0,medium,5,4.5,6,10.5,No,4770.38
normal,female,vegetarian,more frequently,coal,private,hybrid,never,566.18,rarely,1517.0,medium,5,5.6,9,4.6,Yes,4766.97
normal,male,omnivore,less frequently,natural gas,private,electric,never,647.28,very frequently,2083.0,extra large,7,2.0,0,3.2,Yes,6859.81
underweight,female,vegetarian,less frequently,wood,public,diesel,never,227.96,never,518.0,medium,3,5.8,4,9.2,Sometimes,1748.76
underweight,female,vegetarian,twice a day,wood,walk/bicycle,hybrid,never,313.37,frequently,2558.0,large,7,8.4,6,1.6,Sometimes,2957.46
underweight,female,omnivore,daily,wood,public,petrol,never,413.84,rarely,420.0,small,8,4.4,9,5.7,Yes,2782.72
normal,female,vegetarian,more frequently,natural gas,walk/bicycle,electric,often,355.39,very frequently,1202.0,extra large,5,4.2,8,4.2,Yes,4368.05
overweight,male,omnivore,twice a day,electricity,private,petrol,sometimes,788.03,never,226.0,large,4,4.0,3,11.7,Yes,4080.11
normal,male,omnivore,twice a day,natural gas,private,diesel,often,684.46,rarely,1636.0,extra large,2,9.3,7,5.1,Sometimes,4818.58
overweight,male,pescatarian,less frequently,wood,public,petrol,sometimes,435.78,frequently,2009.0,small,5,1.4,0,8.3,Yes,3504.95
normal,male,vegan,daily,coal,public,electric,never,715.49,rarely,2824.0,extra large,6,5.0,3,4.0,Yes,2515.05
obese,male,omnivore,more frequently,wood,private,petrol,often,343.36,rarely,2218.0,small,9,3.4,3,11.8,Sometimes,4300.11
normal,female,omnivore,daily,electricity,private,petrol,sometimes,650.08,very frequently,1623.0,large,6,9.0,1,3.0,Yes,6716.05
obese,female,pescatarian,daily,natural gas,public,petrol,sometimes,256.57,rarely,2798.0,extra large,6,1.9,2,11.0,Yes,2700.71
overweight,male,pescatarian,less frequently,natural gas,private,hybrid,sometimes,640.63,rarely,1435.0,small,6,4.7,2,5.9,No,3797.17
normal,female,pescatarian,twice a day,wood,private,hybrid,never,419.52,never,1684.0,medium,8,4.7,8,5.7,Yes,3578.85
normal,female,omnivore,twice a day,electricity,private,diesel,often,175.25,frequently,1788.0,medium,6,9.0,6,8.7,No,5313.5
overweight,female,omnivore,daily,electricity,public,petrol,sometimes,291.28,rarely,1230.0,large,1,2.9,1,2.0,Sometimes,2434.18
underweight,female,omnivore,more frequently,coal,public,hybrid,never,381.59,rarely,2515.0,large,1,6.8,8,7.0,Sometimes,3503.54
underweight,male,vegetarian,more frequently,wood,private,electric,often,624.51,never,556.0,large,2,2.2,7,3.4,No,3457.29
obese,male,omnivore,less frequently,coal,public,electric,sometimes,151.09,rarely,1665.0,medium,1,9.6,5,2.7,Yes,3370.4
normal,female,omnivore,more frequently,natural gas,public,petrol,never,561.68,never,2167.0,small,3,6.3,5,10.7,No,3370.81
underweight,female,vegan,less frequently,natural gas,private,diesel,sometimes,601.21,never,2712.0,large,3,6.6,1,12.0,Sometimes,3158.23
overweight,male,omnivore,daily,electricity,public,hybrid,never,557.74,rarely,2652.0,small,4,4.9,2,11.7,Yes,3066.08
overweight,male,vegan,more frequently,coal,private,hybrid,often,632.47,never,1526.0,small,6,4.1,5,10.0,Yes,4265.65
normal,male,pescatarian,twice a day,electricity,private,hybrid,sometimes,224.72,never,1929.0,large,7,2.9,2,11.1,Sometimes,3629.92
obese,male,vegetarian,daily,wood,private,diesel,never,510.97,rarely,1183.0,large,9,6.4,6,11.2,No,4423.42
overweight,female,omnivore,less frequently,electricity,private,none,never,758.8,never,1405.0,medium,8,9.6,4,2.9,No,4057.35
normal,female,omnivore,daily,natural gas,private,hybrid,never,527.55,rarely,2719.0,large,6,4.2,3,1.9,Sometimes,4813.46
obese,female,pescatarian,daily,natural gas,public,petrol,often,527.94,never,2792.0,medium,9,8.9,7,2.4,Yes,2880.65
underweight,male,vegetarian,less frequently,electricity,public,hybrid,never,615.51,rarely,2686.0,medium,4,2.3,1,2.8,Sometimes,2183.44
normal,female,pescatarian,more frequently,wood,public,hybrid,sometimes,333.24,rarely,415.0,small,6,9.4,2,10.0,Yes,1871.62
obese,male,omnivore,more frequently,coal,private,none,often,590.33,frequently,2550.0,medium,7,4.2,9,11.4,No,5877.09
overweight,female,vegetarian,twice a day,natural gas,private,petrol,sometimes,741.36,never,2845.0,small,2,4.4,3,4.9,No,4179.81
underweight,female,vegetarian,more frequently,natural gas,private,petrol,never,107.63,never,1084.0,medium,1,5.2,9,1.4,No,3246.58
overweight,male,pescatarian,less frequently,wood,private,petrol,never,709.08,never,1556.0,large,8,7.5,5,4.4,No,4433.83
overweight,male,vegetarian,less frequently,electricity,private,hybrid,sometimes,253.03,rarely,2337.0,extra large,8,7.5,4,8.8,Sometimes,3772.23
underweight,female,vegetarian,less frequently,natural gas,public,hybrid,sometimes,419.15,very frequently,1686.0,small,7,5.3,4,11.4,No,4568.16
normal,female,pescatarian,more frequently,natural gas,walk/bicycle,electric,often,696.64,never,2980.0,large,9,5.7,6,5.9,Sometimes,2567.69
normal,female,omnivore,less frequently,wood,private,none,never,676.74,never,1367.0,small,9,1.3,7,4.7,Sometimes,4352.18
normal,male,omnivore,more frequently,electricity,private,petrol,often,724.35,never,2142.0,medium,3,3.7,5,8.2,Sometimes,4028.91
overweight,male,omnivore,less frequently,wood,public,petrol,never,758.29,rarely,2378.0,small,1,4.1,2,3.3,Yes,2923.22
overweight,male,omnivore,less frequently,wood,private,electric,sometimes,413.01,rarely,1482.0,extra large,9,6.0,3,9.4,No,4738.85
normal,male,omnivore,more frequently,electricity,public,hybrid,often,559.45,rarely,2571.0,large,1,6.0,0,5.6,Yes,2772.35
normal,female,omnivore,twice a day,natural gas,public,electric,never,373.33,frequently,1638.0,small,1,7.4,4,11.7,Yes,3972.39
underweight,male,omnivore,twice a day,coal,walk/bicycle,electric,sometimes,345.5,rarely,1235.0,extra large,5,7.5,9,11.3,Sometimes,3546.16
overweight,female,omnivore,twice a day,coal,private,hybrid,often,402.12,never,323.0,large,2,3.1,7,8.3,No,4457.53
obese,male,vegetarian,more frequently,coal,public,diesel,often,620.15,never,1180.0,extra large,2,7.9,2,8.1,Sometimes,2857.87
normal,female,vegan,less frequently,wood,private,none,often,451.01,rarely,2202.0,small,5,1.2,9,2.4,No,3611.27
normal,male,omnivore,more frequently,natural gas,public,diesel,sometimes,669.84,rarely,2764.0,extra large,7,7.4,3,4.1,Yes,3205.78
overweight,female,vegan,daily,natural gas,private,diesel,often,621.65,rarely,755.0,medium,6,1.9,3,10.5,Yes,3739.92
normal,male,omnivore,daily,natural gas,private,none,never,114.33,rarely,1066.0,small,5,7.6,5,5.0,Sometimes,4119.83
normal,female,omnivore,more frequently,natural gas,private,diesel,sometimes,541.17,rarely,462.0,large,3,5.7,8,5.7,No,4703.44
overweight,male,omnivore,daily,wood,private,hybrid,often,405.6,frequently,2072.0,medium,9,4.9,9,10.2,Sometimes,5139.3
normal,female,omnivore,twice a day,coal,public,diesel,sometimes,419.64,rarely,2881.0,small,8,7.2,2,5.7,Sometimes,3621.59
underweight,male,vegetarian,twice a day,coal,public,diesel,never,672.86,frequently,1923.0,medium,3,1.3,3,10.4,Yes,4084.02
obese,male,pescatarian,twice a day,electricity,public,diesel,often,483.33,never,1851.0,extra large,7,3.0,5,1.8,Sometimes,1788.65
overweight,female,omnivore,daily,natural gas,private,hybrid,sometimes,719.94,rarely,1660.0,large,3,6.5,5,8.6,Sometimes,4604.18
underweight,female,omnivore,twice a day,coal,public,electric,sometimes,598.96,very frequently,265.0,medium,6,8.6,6,1.7,No,5298.59
overweight,male,omnivore,twice a day,coal,private,petrol,never,486.99,rarely,2189.0,extra large,3,4.4,0,9.7,No,4627.61
overweight,male,omnivore,twice a day,natural gas,public,none,never,628.18,frequently,1806.0,extra large,8,3.3,8,7.1,No,4315.34
overweight,male,omnivore,more frequently,natural gas,walk/bicycle,none,sometimes,126.84,frequently,1984.0,large,3,5.7,1,7.1,Sometimes,3290.24
obese,male,omnivore,less frequently,coal,private,hybrid,often,118.96,never,2696.0,small,5,6.6,3,5.1,No,3945.91
underweight,male,vegetarian,less frequently,electricity,public,petrol,often,158.34,rarely,2352.0,large,3,4.8,2,10.9,Sometimes,2364.68
obese,male,vegan,more frequently,natural gas,private,diesel,sometimes,406.3,never,2343.0,large,8,8.9,2,6.6,No,3180.3
overweight,male,omnivore,twice a day,coal,private,none,never,264.82,very frequently,2782.0,extra large,9,5.7,4,3.9,No,7293.69
normal,female,vegan,twice a day,electricity,private,diesel,often,788.98,frequently,2970.0,large,6,1.3,6,10.1,No,4421.22
obese,female,omnivore,more frequently,wood,private,hybrid,often,479.6,never,1744.0,large,4,3.0,6,11.4,Sometimes,3896.75
normal,female,omnivore,more frequently,electricity,public,hybrid,never,563.69,never,327.0,small,4,5.1,6,3.7,Yes,2608.34
overweight,female,omnivore,daily,natural gas,private,hybrid,never,295.17,rarely,1377.0,large,5,7.3,2,7.7,Yes,4627.48
normal,male,pescatarian,more frequently,wood,private,electric,never,325.26,rarely,2363.0,large,3,3.0,8,7.5,Sometimes,4567.36
obese,male,vegan,twice a day,electricity,public,hybrid,sometimes,334.82,never,83.0,extra large,4,9.8,5,7.7,Sometimes,1668.91
underweight,male,pescatarian,more frequently,coal,public,diesel,sometimes,589.11,rarely,171.0,small,4,3.9,9,7.2,Yes,2873.47
normal,male,omnivore,twice a day,natural gas,walk/bicycle,electric,sometimes,431.59,rarely,201.0,large,1,5.8,7,2.1,Sometimes,2828.25
obese,male,pescatarian,daily,wood,public,diesel,never,462.38,never,2193.0,small,1,1.2,0,5.5,No,1839.11
underweight,male,omnivore,more frequently,coal,public,hybrid,sometimes,514.4,frequently,1503.0,small,9,9.0,3,11.8,Yes,4542.77
overweight,female,vegetarian,daily,wood,private,electric,never,638.17,very frequently,1107.0,extra large,3,8.1,6,2.0,Sometimes,6292.63
underweight,male,omnivore,twice a day,electricity,private,petrol,sometimes,163.26,frequently,317.0,large,5,2.8,8,8.4,Sometimes,5227.19
overweight,male,omnivore,twice a day,coal,private,hybrid,sometimes,643.81,frequently,2197.0,medium,2,9.4,2,10.8,Yes,6072.94
obese,male,omnivore,twice a day,natural gas,private,electric,often,494.26,never,963.0,small,1,3.8,5,3.2,Sometimes,4255.18
obese,male,pescatarian,twice a day,coal,public,electric,never,568.37,never,796.0,extra large,7,7.2,7,9.8,Yes,2996.17
underweight,male,omnivore,daily,electricity,private,electric,often,329.29,never,1957.0,small,9,8.4,2,3.7,Sometimes,3685.94
obese,male,pescatarian,more frequently,wood,public,none,never,386.57,frequently,1677.0,medium,4,7.7,5,1.3,Sometimes,3287.55
obese,male,omnivore,more frequently,coal,private,electric,sometimes,261.82,very frequently,1087.0,medium,4,9.3,8,6.7,Yes,7134.48
overweight,female,pescatarian,twice a day,wood,private,petrol,sometimes,785.51,frequently,1924.0,large,3,8.8,8,8.8,Yes,4961.47
obese,female,vegetarian,twice a day,natural gas,private,hybrid,sometimes,447.9,frequently,814.0,extra large,3,10.0,5,3.2,No,4787.39
normal,female,vegetarian,daily,coal,public,hybrid,never,797.25,rarely,2384.0,medium,2,2.6,4,1.8,Sometimes,2982.31
